0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.870845794677734375e+01,9.731722831726074219e+00,4.611042785644531250e+01,3.635867691040039062e+01,2.528348922729492188e+00,1.458292603492736816e+00,4.238626098632812500e+01,1.508045349121093750e+02,1.088156127929687500e+01,1.452106170654296875e+02,5.033788681030273438e+01,1.654848670959472656e+01,1.611522827148437500e+02,2.214014053344726562e+01,1.095780086517333984e+01,0.000000000000000000e+00
2.823638916015625000e+01,1.153924846649169922e+01,4.706869888305664062e+01,3.685236358642578125e+01,2.628947734832763672e+00,3.944793939590454102e+00,1.236088275909423828e+01,1.583298339843750000e+02,1.421619892120361328e+01,2.334819602966308594e+01,1.460798645019531250e+02,1.589292240142822266e+01,6.538943481445312500e+01,1.171362075805664062e+02,8.821239471435546875e+00,0.000000000000000000e+00
2.737243652343750000e+01,7.208466053009033203e+00,4.970823669433593750e+01,3.965839004516601562e+01,2.081552743911743164e+00,2.145258665084838867e+00,3.384802627563476562e+01,1.614039154052734375e+02,9.547821044921875000e+00,1.667432403564453125e+01,1.643939361572265625e+02,1.509423160552978516e+01,1.172136077880859375e+02,6.049956893920898438e+01,1.034075832366943359e+01,0.000000000000000000e+00
2.935935020446777344e+01,4.383291244506835938e+00,4.926010894775390625e+01,4.150160980224609375e+01,2.337273120880126953e+00,2.581754922866821289e+00,4.246456527709960938e+01,1.520203552246093750e+02,1.280960369110107422e+01,2.844846153259277344e+01,1.474441223144531250e+02,1.712605285644531250e+01,3.763862991333007812e+01,1.274687728881835938e+02,1.349804019927978516e+01,0.000000000000000000e+00
2.556535720825195312e+01,6.865409851074218750e+00,4.968126296997070312e+01,3.868018341064453125e+01,1.705073714256286621e+00,1.736318230628967285e+00,4.549011230468750000e+01,1.480532836914062500e+02,1.656873321533203125e+01,3.118705368041992188e+01,1.463854217529296875e+02,1.679773902893066406e+01,2.170490455627441406e+01,1.446203613281250000e+02,1.249261188507080078e+01,0.000000000000000000e+00
2.456895446777343750e+01,6.433928966522216797e+00,4.829740142822265625e+01,4.667958068847656250e+01,6.817830801010131836e-01,3.335190296173095703e+00,3.308469390869140625e+01,1.662063446044921875e+02,7.007222175598144531e+00,1.322705459594726562e+01,1.625635070800781250e+02,1.126379680633544922e+01,2.369687080383300781e+01,1.606388702392578125e+02,7.458157062530517578e+00,0.000000000000000000e+00
2.248819351196289062e+01,2.055991554260253906e+01,4.138882446289062500e+01,3.219501495361328125e+01,5.034820556640625000e+00,3.128563642501831055e+00,2.402416992187500000e+01,1.259481658935546875e+02,2.671766471862792969e+01,5.849617767333984375e+01,1.099511718750000000e+02,2.653470230102539062e+01,7.582137298583984375e+01,1.052212295532226562e+02,2.403421592712402344e+01,0.000000000000000000e+00
2.889179801940917969e+01,1.764978981018066406e+01,4.461302185058593750e+01,2.598735618591308594e+01,5.237217903137207031e+00,3.340378284454345703e+00,3.968606948852539062e+01,1.178488922119140625e+02,2.581377601623535156e+01,7.854175567626953125e+01,1.002857513427734375e+02,2.512137413024902344e+01,8.848876953125000000e+01,9.754209899902343750e+01,2.159031486511230469e+01,0.000000000000000000e+00
2.752764892578125000e+01,1.850475883483886719e+01,5.123896026611328125e+01,2.651555061340332031e+01,4.503466129302978516e+00,2.594804763793945312e+00,3.704438018798828125e+01,1.219738769531250000e+02,2.191192817687988281e+01,8.457935333251953125e+01,9.388091278076171875e+01,2.240006446838378906e+01,9.597047424316406250e+01,8.859584045410156250e+01,1.924932861328125000e+01,0.000000000000000000e+00
